Movie_Name,Rating,Genre,Year,Rating_Score,Votes,Director,Star,Country,Budget,Gross,Company,Release_date
The Devil's Double,R,Biography,2011,7.1,61000,Lee Tamahori,Dominic Cooper,Belgium,19100000,5728213,Corsan,08/09/2011
Another Earth,PG-13,Drama,2011,6.9,93000,Mike Cahill,Brit Marling,United States,100000,1938783,Artists Public Domain,12/10/2011
Perfect Sense,R,Drama,2011,7.1,58000,David Mackenzie,Ewan McGregor,United Kingdom,20500000,933352,BBC Films,07/10/2011
Like Crazy,PG-13,Drama,2011,6.7,60000,Drake Doremus,Felicity Jones,United States,250000,3852409,Paramount Vantage,27/01/2012
What's Your Number?,R,Comedy,2011,6.1,74000,Mark Mylod,Anna Faris,United States,20000000,30426096,New Regency Productions,30/09/2011
Detachment,Not Rated,Drama,2011,7.7,79000,Tony Kaye,Adrien Brody,United States,20500000,1688710,Paper Street Films,01/02/2012
Gnomeo & Juliet,G,Animation,2011,5.9,53000,Kelly Asbury,James McAvoy,United Kingdom,36000000,193967670,Touchstone Pictures,11/02/2011
Puss in Boots,PG,Animation,2011,6.6,148000,Chris Miller,Antonio Banderas,United States,130000000,554987477,DreamWorks Animation,28/10/2011
Beastly,PG-13,Drama,2011,5.6,76000,Daniel Barnz,Alex Pettyfer,United States,17000000,43202283,CBS Films,04/03/2011
The Art of Getting by,PG-13,Drama,2011,6.6,57000,Gavin Wiesen,Freddie Highmore,United States,20500000,1892130,Goldcrest Pictures,17/06/2011
My Week with Marilyn,R,Biography,2011,6.9,85000,Simon Curtis,Michelle Williams,United Kingdom,20500000,35057696,The Weinstein Company,23/12/2011
This Must Be the Place,R,Adventure,2011,6.7,33000,Paolo Sorrentino,Sean Penn,Italy,20500000,11928909,Indigo Film,24/08/2011
Butter,R,Comedy,2011,6.2,21000,Jim Field Smith,Jennifer Garner,United States,20500000,175706,Hurwitz Creative,18/10/2012
Bernie,PG-13,Biography,2011,6.8,58000,Richard Linklater,Jack Black,United States,5000000,10173061,Mandalay Vision,22/06/2012
Season of the Witch,PG-13,Action,2011,5.4,91000,Dominic Sena,Nicolas Cage,United States,40000000,91627228,Atlas Entertainment,07/01/2011
Silent House,R,Drama,2011,5.3,22000,Chris Kentis,Elizabeth Olsen,United States,2000000,16527747,Elle Driver,09/03/2012
Winnie the Pooh,G,Animation,2011,7.2,23000,Stephen J. Anderson,Jim Cummings,United States,30000000,49871429,Walt Disney Pictures,15/07/2011
Hobo with a Shotgun,Not Rated,Action,2011,6.1,45000,Jason Eisener,Rutger Hauer,Canada,3000000,748453,Rhombus Media,12/05/2011
The Eagle,PG-13,Action,2011,6.2,67000,Kevin Macdonald,Channing Tatum,United Kingdom,25000000,37989684,Focus Features,11/02/2011
The Rum Diary,R,Comedy,2011,6.2,100000,Bruce Robinson,Johnny Depp,United States,45000000,30134958,GK Films,28/10/2011
Spy Kids 4-D: All the Time in the World,PG,Animation,2011,3.5,24000,Robert Rodriguez,Jessica Alba,United States,27000000,85564310,Dimension Films,19/08/2011
The Divide,R,Drama,2011,5.8,36000,Xavier Gens,Lauren German,United States,3000000,145676,Preferred Content,20/04/2012
Red Riding Hood,PG-13,Fantasy,2011,5.5,109000,Catherine Hardwicke,Amanda Seyfried,United States,42000000,90260376,Warner Bros.,11/03/2011
The Roommate,PG-13,Drama,2011,4.8,37000,Christian E. Christiansen,Minka Kelly,United States,16000000,40492652,Screen Gems,04/02/2011
Salmon Fishing in the Yemen,PG-13,Comedy,2011,6.8,63000,Lasse Hallström,Ewan McGregor,United Kingdom,20500000,34564651,UK Film Council,20/04/2012
Monte Carlo,PG,Adventure,2011,5.8,42000,Thomas Bezucha,Selena Gomez,Hungary,20000000,39782683,Fox 2000 Pictures,01/07/2011
The Rite,PG-13,Drama,2011,6,93000,Mikael Håfström,Colin O'Donoghue,United States,37000000,96560591,New Line Cinema,28/01/2011
New Year's Eve,PG-13,Comedy,2011,5.7,83000,Garry Marshall,Sarah Jessica Parker,United States,56000000,142044638,New Line Cinema,09/12/2011
Sound of My Voice,R,Drama,2011,6.6,21000,Zal Batmanglij,Christopher Denham,United States,135000,424088,Skyscraper Films,03/08/2012
W.E.,R,Drama,2011,6.3,12000,Madonna,Abbie Cornish,United Kingdom,15000000,2042203,Semtex Films,20/01/2012
Goon,R,Comedy,2011,6.8,85000,Michael Dowse,Seann William Scott,United States,20500000,6985158,No Trace Camping,24/02/2012
Extremely Loud & Incredibly Close,PG-13,Adventure,2011,6.9,99000,Stephen Daldry,Thomas Horn,United States,40000000,55247881,Warner Bros.,20/01/2012
Alvin and the Chipmunks: Chipwrecked,G,Animation,2011,4.3,33000,Mike Mitchell,Justin Long,United States,75000000,342695435,Fox 2000 Pictures,16/12/2011
House of Tolerance,Not Rated,Drama,2011,6.7,6500,Bertrand Bonello,Noémie Lvovsky,France,20500000,1389920,Les Films du Lendemain,25/11/2011
Our Idiot Brother,R,Comedy,2011,6.4,85000,Jesse Peretz,Paul Rudd,United States,5000000,25804448,Big Beach Films,26/08/2011
Weekend,Not Rated,Drama,2011,7.6,29000,Andrew Haigh,Tom Cullen,United Kingdom,20500000,1192003,EM Media,04/11/2011
360,R,Drama,2011,6.2,16000,Fernando Meirelles,Rachel Weisz,United Kingdom,20500000,4396975,BBC Films,25/07/2012
Sanctum,R,Action,2011,5.9,54000,Alister Grierson,Rhys Wakefield,United States,30000000,108609310,Universal Pictures,04/02/2011
The Big Year,PG,Comedy,2011,6.2,43000,David Frankel,Owen Wilson,United States,41000000,8179416,Fox 2000 Pictures,14/10/2011
Jo Nesbø's Headhunters,R,Action,2011,7.5,99000,Morten Tyldum,Aksel Hennie,Norway,20500000,18962444,Yellow Bird,26/08/2011
Straw Dogs,R,Action,2011,5.8,33000,Rod Lurie,James Marsden,United States,25000000,11168712,Screen Gems,16/09/2011
Red State,R,Action,2011,6.2,63000,Kevin Smith,Michael Parks,United States,4000000,1874460,NVSH Productions,30/09/2011
Trespass,R,Crime,2011,5.3,42000,Joel Schumacher,Nicolas Cage,United States,35000000,10117966,Millennium Films,21/10/2011
Machine Gun Preacher,R,Action,2011,6.8,64000,Marc Forster,Gerard Butler,United States,30000000,3338690,Relativity Media,02/11/2011
From Up on Poppy Hill,PG,Animation,2011,7.4,38000,Gorô Miyazaki,Sarah Bolger,Japan,22000000,61487846,Studio Ghibli,16/07/2011
30 Minutes or Less,R,Action,2011,6.1,96000,Ruben Fleischer,Jesse Eisenberg,United States,28000000,40662632,Columbia Pictures,12/08/2011
The Iron Lady,PG-13,Biography,2011,6.4,105000,Phyllida Lloyd,Meryl Streep,United Kingdom,13000000,115890699,DJ Films,13/01/2012
Your Sister's Sister,R,Comedy,2011,6.7,27000,Lynn Shelton,Mark Duplass,United States,125000,3242802,Ada Films,29/06/2012
Mr. Popper's Penguins,PG,Comedy,2011,6,91000,Mark Waters,Jim Carrey,United States,55000000,187361754,Twentieth Century Fox,17/06/2011
Texas Killing Fields,R,Crime,2011,5.7,19000,Ami Canaan Mann,Sam Worthington,United States,20500000,1271319,Anchor Bay Films,14/10/2011
Take This Waltz,R,Comedy,2011,6.6,28000,Sarah Polley,Michelle Williams,Canada,20500000,4965950,Joe's Daughter,06/07/2012
A Good Old Fashioned Orgy,R,Comedy,2011,6.1,22000,Alex Gregory,Jason Sudeikis,United States,20500000,1378947,Endgame Entertainment,27/10/2011
Special Forces,R,Action,2011,6.4,18000,Stéphane Rybojad,Diane Kruger,France,20500000,3424648,Easy Company,02/11/2011
Courageous,PG-13,Drama,2011,7,20000,Alex Kendrick,Alex Kendrick,United States,2000000,35185884,TriStar Pictures,30/09/2011
Jin ling shi san chai,R,Drama,2011,7.6,51000,Yimou Zhang,Christian Bale,China,94000000,2855644,Beijing New Picture Film,16/12/2011
Apollo 18,PG-13,Horror,2011,5.2,54000,Gonzalo López-Gallego,Warren Christie,United States,5000000,26236153,Dimension Films,02/09/2011
Anonymous,PG-13,Drama,2011,6.9,40000,Roland Emmerich,Rhys Ifans,United Kingdom,30000000,15395087,Columbia Pictures,28/10/2011
Hop,PG,Animation,2011,5.4,32000,Tim Hill,Russell Brand,United States,63000000,183954145,Universal Pictures,01/04/2011
Atlas Shrugged: Part I,PG-13,Drama,2011,5.6,13000,Paul Johansson,Taylor Schilling,United States,20000000,4627375,Atlas Productions,15/04/2011
Coriolanus,R,Drama,2011,6.1,31000,Ralph Fiennes,Ralph Fiennes,United Kingdom,20500000,2435325,Hermetof Pictures,20/01/2012
Elles,NC-17,Drama,2011,5.6,6700,Malgorzata Szumowska,Juliette Binoche,France,20500000,3822241,Slot Machine,01/02/2012
Angels Crest,R,Drama,2011,5.8,1900,Gaby Dellal,Thomas Dekker,Canada,20500000,2037,Process Film,30/12/2011
Happy Feet Two,PG,Animation,2011,5.9,43000,George Miller,Elijah Wood,Australia,135000000,159197038,Warner Bros.,18/11/2011
Hysteria,R,Biography,2011,6.7,31000,Tanya Wexler,Maggie Gyllenhaal,United Kingdom,20500000,20205757,Informant Media,14/12/2011
The Beaver,PG-13,Drama,2011,6.6,48000,Jodie Foster,Mel Gibson,United States,21000000,7294800,Summit Entertainment,19/05/2011
The Prey,R,Action,2011,6.7,5200,Eric Valette,Albert Dupontel,France,20500000,3102666,Brio Films,07/06/2013
Wuthering Heights,Not Rated,Drama,2011,6,9700,Andrea Arnold,Kaya Scodelario,United Kingdom,20500000,1742215,Film4,11/11/2011
Win Win,R,Comedy,2011,7.1,53000,Tom McCarthy,Paul Giamatti,United States,20500000,11789613,Fox Searchlight Pictures,15/04/2011
Rockstar,Not Rated,Drama,2011,7.7,41000,Imtiaz Ali,Ranbir Kapoor,India,10920000,11219667,Eros Worldwide,11/11/2011
"Big Mommas: Like Father, Like Son",PG-13,Action,2011,4.4,26000,John Whitesell,Martin Lawrence,United States,32000000,82686066,New Regency Productions,18/02/2011
Tyrannosaur,Not Rated,Drama,2011,7.6,31000,Paddy Considine,Peter Mullan,United Kingdom,20500000,676111,Warp X,07/10/2011
Once Upon a Time in Anatolia,Not Rated,Crime,2011,7.9,44000,Nuri Bilge Ceylan,Muhammet Uzuner,Turkey,20500000,2099472,NBC Film,23/09/2011
The Dilemma,PG-13,Comedy,2011,5.3,53000,Ron Howard,Vince Vaughn,United States,70000000,69721966,Universal Pictures,14/01/2011
Dolphin Tale,PG,Drama,2011,6.8,23000,Charles Martin Smith,Morgan Freeman,Canada,37000000,95943453,Alcon Entertainment,23/09/2011
The Avengers,PG-13,Action,2012,8,1300000,Joss Whedon,Robert Downey Jr.,United States,220000000,1518815515,Marvel Studios,04/05/2012
Django Unchained,R,Drama,2012,8.4,1400000,Quentin Tarantino,Jamie Foxx,United States,100000000,426074373,The Weinstein Company,25/12/2012
The Hobbit: An Unexpected Journey,PG-13,Adventure,2012,7.8,773000,Peter Jackson,Martin Freeman,New Zealand,180000000,1017003568,Metro-Goldwyn-Mayer (MGM),14/12/2012
The Hunger Games,PG-13,Action,2012,7.2,862000,Gary Ross,Jennifer Lawrence,United States,78000000,694394724,Lionsgate,23/03/2012
The Dark Knight Rises,PG-13,Action,2012,8.4,1600000,Christopher Nolan,Christian Bale,United Kingdom,250000000,1081142612,Warner Bros.,20/07/2012
Pitch Perfect,PG-13,Comedy,2012,7.1,285000,Jason Moore,Anna Kendrick,United States,17000000,115350426,Brownstone Productions (II),05/10/2012
This Is 40,R,Comedy,2012,6.2,132000,Judd Apatow,Paul Rudd,United States,35000000,88215156,Apatow Productions,21/12/2012
The Hunt,R,Drama,2012,8.3,297000,Thomas Vinterberg,Mads Mikkelsen,Denmark,3800000,15843274,Danmarks Radio (DR),10/01/2013
Prometheus,R,Adventure,2012,7,578000,Ridley Scott,Noomi Rapace,United States,130000000,403354469,Twentieth Century Fox,08/06/2012
Moonrise Kingdom,PG-13,Comedy,2012,7.8,327000,Wes Anderson,Jared Gilman,United States,16000000,68264022,Indian Paintbrush,29/06/2012
The Impossible,PG-13,Drama,2012,7.6,208000,J.A. Bayona,Naomi Watts,Spain,45000000,198087212,Mediaset España,04/01/2013
Argo,R,Biography,2012,7.7,585000,Ben Affleck,Ben Affleck,United States,44500000,232325503,Warner Bros.,12/10/2012
The Twilight Saga: Breaking Dawn - Part 2,PG-13,Adventure,2012,5.5,236000,Bill Condon,Kristen Stewart,United States,120000000,829747654,Summit Entertainment,16/11/2012
Jack Reacher,PG-13,Action,2012,7,317000,Christopher McQuarrie,Tom Cruise,United States,60000000,218340595,Paramount Pictures,21/12/2012
Zero Dark Thirty,R,Drama,2012,7.4,280000,Kathryn Bigelow,Jessica Chastain,United States,40000000,132820716,Columbia Pictures,11/01/2013
Cloud Atlas,R,Action,2012,7.4,349000,Tom Tykwer,Tom Hanks,United States,102000000,130482868,Cloud Atlas Productions,26/10/2012
Skyfall,PG-13,Action,2012,7.7,642000,Sam Mendes,Daniel Craig,United Kingdom,200000000,1108569499,Metro-Goldwyn-Mayer (MGM),09/11/2012
The Perks of Being a Wallflower,PG-13,Drama,2012,7.9,475000,Stephen Chbosky,Logan Lerman,United States,13000000,33384127,Summit Entertainment,12/10/2012
The Amazing Spider-Man,PG-13,Action,2012,6.9,571000,Marc Webb,Andrew Garfield,United States,230000000,757930663,Columbia Pictures,03/07/2012
Les Misérables,PG-13,Drama,2012,7.6,315000,Tom Hooper,Hugh Jackman,United Kingdom,61000000,441809770,Universal Pictures,25/12/2012
Silver Linings Playbook,R,Comedy,2012,7.7,675000,David O. Russell,Bradley Cooper,United States,21000000,236412453,The Weinstein Company,25/12/2012
Snow White and the Huntsman,PG-13,Action,2012,6.1,278000,Rupert Sanders,Kristen Stewart,United States,170000000,396592829,Roth Films,01/06/2012
The Master,R,Drama,2012,7.2,160000,Paul Thomas Anderson,Philip Seymour Hoffman,United States,32000000,28258060,The Weinstein Company,21/09/2012
Looper,R,Action,2012,7.4,545000,Rian Johnson,Joseph Gordon-Levitt,United States,30000000,176506819,TriStar Pictures,28/09/2012
Killing Them Softly,R,Crime,2012,6.2,137000,Andrew Dominik,Brad Pitt,United States,15000000,37930465,Plan B Entertainment,30/11/2012
Flight,R,Drama,2012,7.3,334000,Robert Zemeckis,Denzel Washington,United States,31000000,161772375,Paramount Pictures,02/11/2012
21 Jump Street,R,Action,2012,7.2,521000,Phil Lord,Jonah Hill,United States,42000000,201585328,Columbia Pictures,16/03/2012
Ted,R,Comedy,2012,6.9,580000,Seth MacFarlane,Mark Wahlberg,United States,50000000,549368315,Universal Pictures,29/06/2012
Sinister,R,Horror,2012,6.8,229000,Scott Derrickson,Ethan Hawke,United States,3000000,82515113,Summit Entertainment,12/10/2012
This Means War,PG-13,Action,2012,6.3,179000,McG,Reese Witherspoon,United States,65000000,156491279,Overbrook Entertainment,17/02/2012
That's My Boy,R,Comedy,2012,5.5,94000,Sean Anders,Adam Sandler,United States,70000000,57719093,Columbia Pictures,15/06/2012
Lincoln,PG-13,Biography,2012,7.3,250000,Steven Spielberg,Daniel Day-Lewis,United States,65000000,275293450,Dreamworks Pictures,16/11/2012
Brave,PG,Animation,2012,7.1,383000,Mark Andrews,Kelly Macdonald,United States,185000000,538983207,Walt Disney Pictures,22/06/2012
The Place Beyond the Pines,R,Crime,2012,7.3,253000,Derek Cianfrance,Ryan Gosling,United States,15000000,47052899,Sidney Kimmel Entertainment,19/04/2013
Dredd,R,Action,2012,7.1,260000,Pete Travis,Karl Urban,United Kingdom,50000000,41037742,DNA Films,21/09/2012
Dark Shadows,PG-13,Comedy,2012,6.2,252000,Tim Burton,Johnny Depp,United States,150000000,245527149,Warner Bros.,11/05/2012
John Carter,PG-13,Action,2012,6.6,260000,Andrew Stanton,Taylor Kitsch,United States,250000000,284139100,Walt Disney Pictures,09/03/2012
Battleship,PG-13,Action,2012,5.8,240000,Peter Berg,Alexander Skarsgård,United States,209000000,303025485,Universal Pictures,18/05/2012
Magic Mike,R,Comedy,2012,6.1,134000,Steven Soderbergh,Channing Tatum,United States,7000000,167739961,Iron Horse Entertainment (II),29/06/2012
Hotel Transylvania,PG,Animation,2012,7.1,232000,Genndy Tartakovsky,Adam Sandler,United States,85000000,358375603,Columbia Pictures,28/09/2012
Lawless,R,Crime,2012,7.3,232000,John Hillcoat,Tom Hardy,United States,26000000,55404207,The Weinstein Company,29/08/2012
Spring Breakers,R,Crime,2012,5.3,138000,Harmony Korine,Vanessa Hudgens,United States,5000000,32170399,Muse Productions,22/03/2013
Underworld: Awakening,R,Action,2012,6.3,148000,Måns Mårlind,Kate Beckinsale,United States,70000000,160112671,Screen Gems,20/01/2012
Piranha 3DD,R,Comedy,2012,3.7,41000,John Gulager,Danielle Panabaker,United States,5000000,8518634,Dimension Films,14/07/2012
Safe House,R,Action,2012,6.7,211000,Daniel Espinosa,Denzel Washington,South Africa,85000000,208076205,Universal Pictures,10/02/2012
Seeking a Friend for the End of the World,R,Adventure,2012,6.7,109000,Lorene Scafaria,Steve Carell,United States,10000000,11681781,Focus Features,22/06/2012
Lore,Not Rated,Drama,2012,7.1,15000,Cate Shortland,Saskia Rosendahl,Australia,20500000,2362019,Rohfilm,20/09/2012
The Bourne Legacy,PG-13,Action,2012,6.6,290000,Tony Gilroy,Jeremy Renner,United States,125000000,276144750,Universal Pictures,10/08/2012
Abraham Lincoln: Vampire Hunter,R,Action,2012,5.9,151000,Timur Bekmambetov,Benjamin Walker,United States,69000000,116471580,Abraham Productions,22/06/2012
Wreck-It Ralph,PG,Animation,2012,7.7,390000,Rich Moore,John C. Reilly,United States,165000000,471222889,Walt Disney Animation Studios,02/11/2012
Total Recall,PG-13,Action,2012,6.2,244000,Len Wiseman,Colin Farrell,United States,125000000,198467168,Total Recall,03/08/2012
Project X,R,Comedy,2012,6.6,193000,Nima Nourizadeh,Thomas Mann,United States,12000000,102731865,Green Hat Films,02/03/2012
American Reunion,R,Comedy,2012,6.7,206000,Jon Hurwitz,Jason Biggs,United States,50000000,234989584,Universal Pictures,06/04/2012
Wanderlust,R,Comedy,2012,5.6,74000,David Wain,Jennifer Aniston,United States,20500000,23812816,A Hot Dog,24/02/2012
Savages,R,Crime,2012,6.5,126000,Oliver Stone,Aaron Taylor-Johnson,United States,45000000,82966152,Ixtlan,06/07/2012
Life of Pi,PG,Adventure,2012,7.9,594000,Ang Lee,Suraj Sharma,United States,120000000,609016565,Fox 2000 Pictures,21/11/2012
Anna Karenina,R,Drama,2012,6.6,95000,Joe Wright,Keira Knightley,United Kingdom,40600000,68929150,Universal Pictures,07/09/2012
Resident Evil: Retribution,R,Action,2012,5.4,136000,Paul W.S. Anderson,Milla Jovovich,Germany,65000000,240159255,Constantin Film International,14/09/2012
Men in Black 3,PG-13,Action,2012,6.8,342000,Barry Sonnenfeld,Will Smith,United States,225000000,624026776,Columbia Pictures,25/05/2012
Journey 2: The Mysterious Island,PG,Action,2012,5.8,96000,Brad Peyton,Josh Hutcherson,United States,79000000,335260290,New Line Cinema,10/02/2012
Seven Psychopaths,R,Comedy,2012,7.2,246000,Martin McDonagh,Colin Farrell,United Kingdom,15000000,32226382,CBS Films,12/10/2012
Rock of Ages,PG-13,Comedy,2012,5.9,75000,Adam Shankman,Julianne Hough,United States,75000000,59418613,New Line Cinema,15/06/2012
The Dictator,R,Comedy,2012,6.4,286000,Larry Charles,Sacha Baron Cohen,United States,65000000,179379533,Paramount Pictures,16/05/2012
The Watch,R,Comedy,2012,5.7,123000,Akiva Schaffer,Ben Stiller,United States,68000000,68267862,Twentieth Century Fox,27/07/2012
The Expendables 2,R,Action,2012,6.6,296000,Simon West,Sylvester Stallone,United States,100000000,314975955,Lionsgate,17/08/2012
Safety Not Guaranteed,R,Comedy,2012,7,122000,Colin Trevorrow,Aubrey Plaza,United States,750000,4424699,FilmDistrict,15/06/2012
Chronicle,PG-13,Adventure,2012,7,243000,Josh Trank,Dane DeHaan,United States,12000000,126636097,Twentieth Century Fox,03/02/2012
Red Dawn,PG-13,Action,2012,5.4,74000,Dan Bradley,Chris Hemsworth,United States,65000000,50950296,FilmDistrict,21/11/2012
End of Watch,R,Action,2012,7.6,233000,David Ayer,Jake Gyllenhaal,United States,7000000,55078146,Exclusive Media Group,21/09/2012
Wrath of the Titans,PG-13,Action,2012,5.7,184000,Jonathan Liebesman,Sam Worthington,United States,150000000,301970083,Warner Bros.,30/03/2012
Mud,PG-13,Drama,2012,7.4,172000,Jeff Nichols,Matthew McConaughey,United States,10000000,32613173,Lionsgate,10/05/2013
The Lorax,PG,Animation,2012,6.4,102000,Chris Renaud,Zac Efron,United States,70000000,348840316,Universal Pictures,02/03/2012
Man on a Ledge,PG-13,Action,2012,6.6,147000,Asger Leth,Sam Worthington,United States,42000000,47636031,Summit Entertainment,27/01/2012
Diary of a Wimpy Kid: Dog Days,PG,Animation,2012,6.3,23000,David Bowers,Zachary Gordon,United States,22000000,77229695,Fox 2000 Pictures,03/08/2012
The Lucky One,PG-13,Drama,2012,6.5,103000,Scott Hicks,Zac Efron,United States,25000000,99357138,Warner Bros.,20/04/2012
Rise of the Guardians,PG,Animation,2012,7.3,161000,Peter Ramsey,Hugh Jackman,United States,145000000,306941670,DreamWorks Animation,21/11/2012
The Iceman,R,Biography,2012,6.8,72000,Ariel Vromen,Michael Shannon,United States,10000000,4552970,Bleiberg Entertainment,02/05/2013
Maniac,Not Rated,Horror,2012,6.1,36000,Franck Khalfoun,Elijah Wood,France,6000000,2631275,La Petite Reine,02/01/2013
Byzantium,R,Drama,2012,6.5,42000,Neil Jordan,Saoirse Ronan,United Kingdom,20500000,828284,Demarest Films,31/05/2013
Frances Ha,R,Comedy,2012,7.5,78000,Noah Baumbach,Greta Gerwig,United States,20500000,9058065,Pine District Pictures,23/08/2013
Madagascar 3: Europe's Most Wanted,PG,Animation,2012,6.8,168000,Eric Darnell,Ben Stiller,United States,145000000,746921274,DreamWorks Animation,08/06/2012
The Five-Year Engagement,R,Comedy,2012,6.2,96000,Nicholas Stoller,Jason Segel,United States,30000000,54169363,Universal Pictures,27/04/2012
House at the End of the Street,PG-13,Drama,2012,5.6,74000,Mark Tonderai,Jennifer Lawrence,United States,10000000,44287131,Relativity Media,21/09/2012
The Sessions,R,Biography,2012,7.2,42000,Ben Lewin,John Hawkes,United States,1000000,10656155,Fox Searchlight Pictures,16/11/2012
The Woman in Black,PG-13,Drama,2012,6.4,177000,James Watkins,Daniel Radcliffe,United Kingdom,17000000,128955898,CBS Films,03/02/2012
The Three Stooges,PG,Comedy,2012,5.1,30000,Bobby Farrelly,Sean Hayes,United States,30000000,54819301,Twentieth Century Fox,13/04/2012
Think Like a Man,PG-13,Comedy,2012,6.5,45000,Tim Story,Chris Brown,United States,12000000,96070507,Screen Gems,20/04/2012
The Vow,PG-13,Drama,2012,6.8,187000,Michael Sucsy,Rachel McAdams,United States,30000000,196114570,Screen Gems,10/02/2012
Taken 2,PG-13,Action,2012,6.3,294000,Olivier Megaton,Liam Neeson,France,45000000,376152455,EuropaCorp,05/10/2012
Compliance,R,Crime,2012,6.4,33000,Craig Zobel,Ann Dowd,United States,270000,592116,Bad Cop Bad Cop Film Productions,26/09/2012
Rust and Bone,R,Drama,2012,7.5,65000,Jacques Audiard,Marion Cotillard,France,20500000,25807712,Why Not Productions,17/05/2012
The Company You Keep,R,Drama,2012,6.4,32000,Robert Redford,Robert Redford,United States,2000000,20014680,Voltage Pictures,26/04/2013
Hit and Run,R,Action,2012,6.1,35000,David Palmer,Dax Shepard,United States,2000000,16816647,Exclusive Media Group,22/08/2012
Act of Valor,R,Action,2012,6.5,67000,Mike McCoy,Alex Veadov,United States,12000000,82499399,Relativity Media,24/02/2012
Passion,R,Adventure,2012,5.3,22000,Brian De Palma,Rachel McAdams,France,20000000,713616,SBS Productions,30/08/2013
On the Road,R,Adventure,2012,6.1,40000,Walter Salles,Sam Riley,France,25000000,9617377,MK2 Productions,23/05/2012
Bullet to the Head,R,Action,2012,5.7,48000,Walter Hill,Sylvester Stallone,United States,45000000,21947209,IM Global,01/02/2013
LOL,PG-13,Comedy,2012,4.4,54000,Lisa Azuelos,Miley Cyrus,United States,11000000,10578643,Double Feature Films,01/03/2012
Gone,PG-13,Action,2012,5.9,43000,Heitor Dhalia,Amanda Seyfried,United States,20500000,19767535,Summit Entertainment,24/02/2012
The First Time,PG-13,Comedy,2012,6.8,68000,Jonathan Kasdan,Dylan O'Brien,United States,2000000,92654,Samuel Goldwyn Films,07/02/2013
Ice Age: Continental Drift,PG,Animation,2012,6.5,197000,Steve Martino,Ray Romano,United States,95000000,877244782,Blue Sky Studios,13/07/2012
V/H/S,R,Horror,2012,5.8,58000,Directors,Calvin Reeder,United States,20500000,1944287,8383 Productions,06/09/2012
No One Lives,R,Horror,2012,6,20000,Ryûhei Kitamura,Luke Evans,United States,2900000,1048704,Milk & Media,10/05/2013
Mirror Mirror,PG,Adventure,2012,5.6,85000,Tarsem Singh,Lily Collins,United States,85000000,183018522,Relativity Media,30/03/2012
About Cherry,R,Drama,2012,4.8,10000,Stephen Elliott,Ashley Hinshaw,United States,2500000,8315,Enderby Entertainment,09/08/2012
Hitchcock,PG-13,Biography,2012,6.8,73000,Sacha Gervasi,Anthony Hopkins,United States,15700000,27039669,Fox Searchlight Pictures,14/12/2012
The Lords of Salem,R,Horror,2012,5.2,28000,Rob Zombie,Sheri Moon Zombie,United States,1500000,1544989,Alliance,18/04/2013
Step Up Revolution,PG-13,Drama,2012,6.4,55000,Scott Speer,Kathryn McCormick,United States,33000000,140470746,Summit Entertainment,27/07/2012
Ruby Sparks,R,Comedy,2012,7.2,97000,Jonathan Dayton,Paul Dano,United States,8000000,9368803,Fox Searchlight Pictures,06/09/2012
Stuck in Love.,R,Comedy,2012,7.2,85000,Josh Boone,Greg Kinnear,United States,20500000,977671,Informant Media,02/05/2013
The Paperboy,R,Crime,2012,5.8,37000,Lee Daniels,Matthew McConaughey,United States,12500000,3783865,Millennium Films,17/10/2012
The Possession,PG-13,Horror,2012,5.9,58000,Ole Bornedal,Natasha Calis,United States,14000000,85446075,Ghost House Pictures,31/08/2012
Silent Hill: Revelation,R,Action,2012,5,61000,M.J. Bassett,Adelaide Clemens,Canada,20000000,55362705,Davis-Films,26/10/2012
Safe,R,Action,2012,6.5,106000,Boaz Yakin,Jason Statham,United States,30000000,41564670,IM Global,27/04/2012
The Brass Teapot,R,Comedy,2012,6.4,15000,Ramaa Mosley,Juno Temple,United States,900000,245027,Atlantic Pictures (II),15/04/2013
Alex Cross,PG-13,Action,2012,5.2,33000,Rob Cohen,Tyler Perry,United States,35000000,34618867,Block / Hanson,19/10/2012
Amour,PG-13,Drama,2012,7.9,95000,Michael Haneke,Jean-Louis Trintignant,Austria,8900000,29664140,Les Films du Losange,20/09/2012
What to Expect When You're Expecting,PG-13,Comedy,2012,5.7,71000,Kirk Jones,Cameron Diaz,United States,40000000,84384002,Lionsgate,18/05/2012
Trouble with the Curve,PG-13,Drama,2012,6.8,61000,Robert Lorenz,Clint Eastwood,United States,30000000,48963137,Warner Bros.,21/09/2012
Here Comes the Boom,PG,Action,2012,6.4,87000,Frank Coraci,Kevin James,United States,42000000,73100172,Columbia Pictures,12/10/2012
The Collection,R,Horror,2012,6.1,47000,Marcus Dunstan,Josh Stewart,United States,7500000,9929706,LD Entertainment,30/11/2012
John Dies at the End,R,Comedy,2012,6.4,37000,Don Coscarelli,Chase Williamson,United States,20500000,141951,M3 Alliance,27/12/2012
To Rome with Love,R,Comedy,2012,6.3,86000,Woody Allen,Woody Allen,United States,20500000,73244881,Medusa Film,06/07/2012
The Giant Mechanical Man,PG-13,Comedy,2012,6.7,9800,Lee Kirk,Jenna Fischer,United States,20500000,7396,Votiv Films,27/04/2012
ParaNorman,PG,Animation,2012,7,96000,Chris Butler,Kodi Smit-McPhee,United States,60000000,107139399,Focus Features,17/08/2012
